,cust,monetary,recency,frequency,R,F,M,cluster,RFM_score,class
6937,M231537676,13953978.0,12.0,107.0,4,2,1,2.0,59.213159415457994,2
6938,M231594517,3586750.0,10.0,51.0,4,2,1,0.0,59.213159415457994,2
6939,M231611284,1559987.0,91.0,17.0,3,1,1,0.0,42.17795351465323,4
6942,M231743064,1048757.0,2.0,35.0,4,1,1,0.0,50.766930271979845,3
6943,M231776455,2870530.0,1.0,116.0,4,2,1,3.0,59.213159415457994,2
6944,M231796095,2637710.0,48.0,56.0,3,2,1,0.0,50.62418265813138,3
6945,M231818843,2722890.0,3.0,29.0,4,1,1,0.0,50.766930271979845,3
6946,M231992757,427728.0,21.0,8.0,4,1,1,2.0,50.766930271979845,3
6947,M232029330,357562.0,2.0,49.0,4,1,1,0.0,50.766930271979845,3
6948,M232089488,2010116.0,65.0,75.0,3,2,1,3.0,50.62418265813138,3
6949,M232119583,109000.0,72.0,1.0,3,1,1,0.0,42.17795351465323,4
6951,M232228166,5063430.0,4.0,80.0,4,2,1,0.0,59.213159415457994,2
6952,M232317185,839534.0,21.0,36.0,4,1,1,0.0,50.766930271979845,3
6953,M232327316,6438528.0,2.0,74.0,4,2,1,0.0,59.213159415457994,2
6954,M232327518,5832450.0,12.0,55.0,4,2,1,0.0,59.213159415457994,2
6955,M232374966,5465135.0,103.0,63.0,3,2,1,1.0,50.62418265813138,3
6956,M232396342,418160.0,12.0,41.0,4,1,1,0.0,50.766930271979845,3
6957,M232452691,17514721.0,3.0,26.0,4,1,2,0.0,58.731724371175076,2
6958,M232471393,41160.0,114.0,4.0,3,1,1,0.0,42.17795351465323,4
6959,M232478389,7328644.0,6.0,104.0,4,2,1,0.0,59.213159415457994,2
6960,M232488197,2084156.0,1.0,28.0,4,1,1,0.0,50.766930271979845,3
6961,M232541614,3175020.0,1.0,66.0,4,2,1,1.0,59.213159415457994,2
6962,M232573809,4676570.0,6.0,101.0,4,2,1,0.0,59.213159415457994,2
6963,M232644150,6464850.0,82.0,78.0,3,2,1,2.0,50.62418265813138,3
6964,M232663286,344230.0,70.0,4.0,3,1,1,0.0,42.17795351465323,4
6965,M232683608,637430.0,1.0,44.0,4,1,1,0.0,50.766930271979845,3
6966,M232688213,1564670.0,1.0,91.0,4,2,1,0.0,59.213159415457994,2
6967,M232713620,788353.0,8.0,32.0,4,1,1,0.0,50.766930271979845,3
6968,M232725483,1338669.0,33.0,45.0,4,1,1,0.0,50.766930271979845,3
6969,M232797517,1938395.0,19.0,82.0,4,2,1,1.0,59.213159415457994,2
6970,M232802827,985240.0,47.0,15.0,3,1,1,0.0,42.17795351465323,4
6971,M232842135,2998606.0,1.0,66.0,4,2,1,0.0,59.213159415457994,2
6972,M232843792,265940.0,77.0,10.0,3,1,1,0.0,42.17795351465323,4
6973,M232859614,1163274.0,7.0,34.0,4,1,1,0.0,50.766930271979845,3
6974,M232893752,187410.0,15.0,21.0,4,1,1,0.0,50.766930271979845,3
6977,M233140440,814210.0,38.0,21.0,4,1,1,2.0,50.766930271979845,3
6978,M233250121,571544.0,26.0,60.0,4,2,1,2.0,59.213159415457994,2
6979,M233281023,8233471.0,4.0,129.0,4,2,1,3.0,59.213159415457994,2
6980,M233281609,1363763.0,4.0,21.0,4,1,1,2.0,50.766930271979845,3
6981,M233293503,5163860.0,6.0,56.0,4,2,1,1.0,59.213159415457994,2
6982,M233295685,4591422.0,3.0,171.0,4,3,1,3.0,67.65938855893616,1
6984,M233408149,1135354.0,2.0,37.0,4,1,1,0.0,50.766930271979845,3
6985,M233473521,23967586.0,1.0,76.0,4,2,2,0.0,67.17795351465323,1
6986,M233682456,3630944.0,3.0,52.0,4,2,1,0.0,59.213159415457994,2
6987,M233692313,111000.0,282.0,1.0,1,1,1,0.0,25.0,4
6989,M233697878,1040850.0,59.0,23.0,3,1,1,1.0,42.17795351465323,4
6990,M233702094,2254416.0,3.0,94.0,4,2,1,0.0,59.213159415457994,2
6992,M233743414,20900.0,79.0,2.0,3,1,1,0.0,42.17795351465323,4
6993,M233743514,258230.0,50.0,15.0,3,1,1,0.0,42.17795351465323,4
6994,M233787612,2573760.0,1.0,28.0,4,1,1,0.0,50.766930271979845,3
6996,M233912628,756800.0,6.0,16.0,4,1,1,0.0,50.766930271979845,3
6997,M233947958,23700.0,233.0,1.0,1,1,1,0.0,25.0,4
6998,M233958067,1051780.0,1.0,44.0,4,1,1,0.0,50.766930271979845,3
6999,M233987067,503920.0,28.0,6.0,4,1,1,1.0,50.766930271979845,3
7000,M234010043,4185346.0,1.0,98.0,4,2,1,0.0,59.213159415457994,2
7001,M234126887,3056728.0,5.0,32.0,4,1,1,0.0,50.766930271979845,3
7003,M234261628,1271360.0,21.0,14.0,4,1,1,0.0,50.766930271979845,3
7004,M234266219,1218270.0,119.0,24.0,3,1,1,1.0,42.17795351465323,4
7005,M234284432,3397836.0,2.0,55.0,4,2,1,0.0,59.213159415457994,2
7006,M234329792,118820.0,7.0,16.0,4,1,1,0.0,50.766930271979845,3
7007,M234389496,1826340.0,4.0,30.0,4,1,1,0.0,50.766930271979845,3
7008,M234426139,8064510.0,55.0,51.0,3,2,1,1.0,50.62418265813138,3
7009,M234495004,1499500.0,6.0,21.0,4,1,1,0.0,50.766930271979845,3
7010,M234518907,580820.0,318.0,4.0,1,1,1,0.0,25.0,4
7011,M234535038,253420.0,11.0,23.0,4,1,1,0.0,50.766930271979845,3
7012,M234543462,1946270.0,16.0,32.0,4,1,1,3.0,50.766930271979845,3
7013,M234557674,121000.0,32.0,4.0,4,1,1,0.0,50.766930271979845,3
7014,M234587451,4108550.0,32.0,27.0,4,1,1,0.0,50.766930271979845,3
7015,M234588118,438860.0,15.0,44.0,4,1,1,1.0,50.766930271979845,3
7016,M234701011,576878.0,4.0,94.0,4,2,1,0.0,59.213159415457994,2
7017,M234746301,1462251.0,18.0,44.0,4,1,1,0.0,50.766930271979845,3
7018,M234759471,610380.0,26.0,10.0,4,1,1,1.0,50.766930271979845,3
7019,M234852698,2320400.0,20.0,23.0,4,1,1,0.0,50.766930271979845,3
7020,M234868623,2171612.0,13.0,61.0,4,2,1,0.0,59.213159415457994,2
7021,M234892454,1599667.0,7.0,51.0,4,2,1,0.0,59.213159415457994,2
7022,M234910960,2202769.0,8.0,27.0,4,1,1,0.0,50.766930271979845,3
7023,M234956199,49804920.0,35.0,50.0,4,1,2,0.0,58.731724371175076,2
7024,M234978891,1156530.0,12.0,55.0,4,2,1,3.0,59.213159415457994,2
7025,M235029986,4924470.0,1.0,101.0,4,2,1,0.0,59.213159415457994,2
7026,M235047447,5417840.0,4.0,91.0,4,2,1,0.0,59.213159415457994,2
7027,M235074580,8010500.0,20.0,23.0,4,1,1,0.0,50.766930271979845,3
7028,M235132116,8263780.0,1.0,245.0,4,3,1,1.0,67.65938855893616,1
7029,M235142378,1118263.0,21.0,18.0,4,1,1,0.0,50.766930271979845,3
7030,M235166111,9359319.0,2.0,180.0,4,3,1,0.0,67.65938855893616,1
7032,M235191015,2693560.0,26.0,46.0,4,1,1,0.0,50.766930271979845,3
7033,M235229924,2083166.0,9.0,74.0,4,2,1,0.0,59.213159415457994,2
7034,M235235202,1840506.0,19.0,31.0,4,1,1,1.0,50.766930271979845,3
7035,M235268316,293500.0,89.0,3.0,3,1,1,1.0,42.17795351465323,4
7037,M235401412,24400.0,226.0,1.0,2,1,1,0.0,33.58897675732661,4
7038,M235467225,716540.0,117.0,14.0,3,1,1,0.0,42.17795351465323,4
7041,M235560889,3513749.0,3.0,97.0,4,2,1,1.0,59.213159415457994,2
7042,M235597525,822339.0,89.0,25.0,3,1,1,0.0,42.17795351465323,4
7043,M235676422,179000.0,322.0,1.0,1,1,1,0.0,25.0,4
7044,M235793340,3434326.0,4.0,42.0,4,1,1,1.0,50.766930271979845,3
7045,M235800164,1207088.0,2.0,65.0,4,2,1,0.0,59.213159415457994,2
7046,M235856909,1561076.0,3.0,58.0,4,2,1,0.0,59.213159415457994,2
7047,M235866823,5099628.0,7.0,61.0,4,2,1,1.0,59.213159415457994,2
7048,M235878629,6943050.0,16.0,26.0,4,1,1,2.0,50.766930271979845,3
7049,M235909772,1402455.0,26.0,29.0,4,1,1,0.0,50.766930271979845,3
7050,M236007282,385190.0,8.0,45.0,4,1,1,0.0,50.766930271979845,3
7051,M236010828,3454486.0,3.0,47.0,4,1,1,1.0,50.766930271979845,3
7052,M236048368,2083904.0,4.0,152.0,4,3,1,0.0,67.65938855893616,1
7053,M236048532,24910320.0,10.0,191.0,4,3,2,1.0,75.62418265813139,1
7054,M236075513,28923430.0,27.0,29.0,4,1,2,0.0,58.731724371175076,2
7056,M236186330,1235730.0,45.0,30.0,3,1,1,0.0,42.17795351465323,4
7058,M236260376,9300.0,284.0,1.0,1,1,1,3.0,25.0,4
7059,M236269407,4018490.0,9.0,53.0,4,2,1,0.0,59.213159415457994,2
7060,M236277028,1634730.0,35.0,22.0,4,1,1,0.0,50.766930271979845,3
7061,M236298400,11928463.0,5.0,146.0,4,3,1,0.0,67.65938855893616,1
7062,M236348235,215360.0,98.0,1.0,3,1,1,1.0,42.17795351465323,4
7063,M236367325,328840.0,56.0,3.0,3,1,1,0.0,42.17795351465323,4
7064,M236433557,5013424.0,13.0,173.0,4,3,1,1.0,67.65938855893616,1
7065,M236442406,137900.0,55.0,2.0,3,1,1,0.0,42.17795351465323,4
7066,M236514586,3129970.0,5.0,93.0,4,2,1,2.0,59.213159415457994,2
7067,M236565709,501850.0,2.0,40.0,4,1,1,0.0,50.766930271979845,3
7068,M236628438,1034000.0,201.0,25.0,2,1,1,0.0,33.58897675732661,4
7069,M236732152,203910.0,18.0,23.0,4,1,1,0.0,50.766930271979845,3
7070,M236749201,1459852.0,26.0,45.0,4,1,1,3.0,50.766930271979845,3
7071,M236751634,266178.0,199.0,5.0,2,1,1,2.0,33.58897675732661,4
7072,M236782277,5347330.0,2.0,71.0,4,2,1,0.0,59.213159415457994,2
7073,M236790127,1307900.0,1.0,35.0,4,1,1,1.0,50.766930271979845,3
7074,M236866223,68080.0,273.0,2.0,1,1,1,0.0,25.0,4
7075,M236884899,2713060.0,1.0,36.0,4,1,1,0.0,50.766930271979845,3
7076,M236885823,30000.0,216.0,1.0,2,1,1,0.0,33.58897675732661,4
7077,M236906536,64540.0,96.0,2.0,3,1,1,0.0,42.17795351465323,4
7078,M236964697,39900.0,58.0,1.0,3,1,1,0.0,42.17795351465323,4
7079,M236996608,1060160.0,3.0,35.0,4,1,1,0.0,50.766930271979845,3
7080,M237067535,1799680.0,103.0,53.0,3,2,1,0.0,50.62418265813138,3
7081,M237079962,689675.0,130.0,26.0,2,1,1,0.0,33.58897675732661,4
7082,M237099722,132600.0,210.0,2.0,2,1,1,3.0,33.58897675732661,4
7083,M237105833,5412672.0,1.0,82.0,4,2,1,0.0,59.213159415457994,2
7084,M237145968,34400.0,33.0,2.0,4,1,1,0.0,50.766930271979845,3
7085,M237179351,848990.0,12.0,19.0,4,1,1,0.0,50.766930271979845,3
7086,M237184286,746190.0,13.0,54.0,4,2,1,1.0,59.213159415457994,2
7087,M237184504,2206122.0,14.0,93.0,4,2,1,1.0,59.213159415457994,2
7089,M237216902,444210.0,1.0,31.0,4,1,1,0.0,50.766930271979845,3
7090,M237250592,25295390.0,2.0,138.0,4,3,2,0.0,75.62418265813139,1
7091,M237281821,4965064.0,5.0,261.0,4,3,1,0.0,67.65938855893616,1
7092,M237293281,3205846.0,3.0,95.0,4,2,1,0.0,59.213159415457994,2
7093,M237405691,452500.0,48.0,5.0,3,1,1,0.0,42.17795351465323,4
7094,M237410297,2807593.0,9.0,26.0,4,1,1,0.0,50.766930271979845,3
7095,M237422350,20020.0,51.0,1.0,3,1,1,0.0,42.17795351465323,4
7096,M237458584,1638447.0,7.0,51.0,4,2,1,2.0,59.213159415457994,2
7097,M237570329,96000.0,200.0,2.0,2,1,1,0.0,33.58897675732661,4
7098,M237598215,1779950.0,14.0,41.0,4,1,1,0.0,50.766930271979845,3
7099,M237627724,3357927.0,11.0,90.0,4,2,1,0.0,59.213159415457994,2
7100,M237659402,483572.0,6.0,16.0,4,1,1,1.0,50.766930271979845,3
7101,M237670159,4500.0,11.0,1.0,4,1,1,0.0,50.766930271979845,3
7103,M237733794,438000.0,287.0,1.0,1,1,1,0.0,25.0,4
7104,M237864834,709060.0,111.0,71.0,3,2,1,0.0,50.62418265813138,3
7105,M237876190,2690466.0,12.0,53.0,4,2,1,0.0,59.213159415457994,2
7106,M237884202,4886920.0,8.0,79.0,4,2,1,0.0,59.213159415457994,2
7107,M237898040,2590388.0,14.0,41.0,4,1,1,0.0,50.766930271979845,3
7108,M237957735,10512947.0,3.0,218.0,4,3,1,1.0,67.65938855893616,1
7109,M237980210,1145410.0,163.0,26.0,2,1,1,1.0,33.58897675732661,4
7110,M237982631,378370.0,1.0,10.0,4,1,1,2.0,50.766930271979845,3
7111,M238012186,2054392.0,7.0,58.0,4,2,1,0.0,59.213159415457994,2
7112,M238020801,8698548.0,1.0,39.0,4,1,1,0.0,50.766930271979845,3
7114,M238134440,6108300.0,2.0,98.0,4,2,1,0.0,59.213159415457994,2
7115,M238146872,58633920.0,6.0,138.0,4,3,2,1.0,75.62418265813139,1
7116,M238151382,10100.0,85.0,3.0,3,1,1,0.0,42.17795351465323,4
7117,M238153488,980000.0,9.0,9.0,4,1,1,0.0,50.766930271979845,3
7118,M238214060,2607190.0,1.0,16.0,4,1,1,0.0,50.766930271979845,3
7119,M238235884,364660.0,12.0,12.0,4,1,1,0.0,50.766930271979845,3
7120,M238272817,1118636.0,161.0,16.0,2,1,1,0.0,33.58897675732661,4
7122,M238349189,220050.0,119.0,7.0,3,1,1,0.0,42.17795351465323,4
7123,M238398849,20470680.0,8.0,33.0,4,1,2,0.0,58.731724371175076,2
7124,M238490678,628360.0,151.0,18.0,2,1,1,0.0,33.58897675732661,4
7125,M238515848,207800.0,53.0,7.0,3,1,1,1.0,42.17795351465323,4
7126,M238571625,1836200.0,27.0,28.0,4,1,1,0.0,50.766930271979845,3
7127,M238634832,210770.0,93.0,3.0,3,1,1,2.0,42.17795351465323,4
7128,M238657360,2122802.0,9.0,37.0,4,1,1,0.0,50.766930271979845,3
7130,M238668925,3923050.0,28.0,23.0,4,1,1,0.0,50.766930271979845,3
7131,M238713687,345770.0,10.0,10.0,4,1,1,1.0,50.766930271979845,3
7132,M238752039,1259321.0,3.0,59.0,4,2,1,3.0,59.213159415457994,2
7133,M238754812,991700.0,36.0,12.0,4,1,1,0.0,50.766930271979845,3
7134,M238768888,321363.0,93.0,9.0,3,1,1,3.0,42.17795351465323,4
7135,M238773540,1108650.0,51.0,17.0,3,1,1,0.0,42.17795351465323,4
7136,M238785357,242120.0,14.0,12.0,4,1,1,0.0,50.766930271979845,3
7137,M238819800,16264254.0,51.0,26.0,3,1,2,0.0,50.14274761384847,3
7138,M238848580,1854810.0,15.0,96.0,4,2,1,3.0,59.213159415457994,2
7139,M238890512,874400.0,263.0,2.0,1,1,1,0.0,25.0,4
7140,M238933655,3735346.0,3.0,130.0,4,2,1,0.0,59.213159415457994,2
7141,M238986407,510370.0,214.0,8.0,2,1,1,0.0,33.58897675732661,4
7143,M239042607,547851.0,18.0,16.0,4,1,1,0.0,50.766930271979845,3
7145,M239054189,5069849.0,3.0,116.0,4,2,1,0.0,59.213159415457994,2
7146,M239089882,1751391.0,5.0,38.0,4,1,1,0.0,50.766930271979845,3
7147,M239151576,3093990.0,13.0,37.0,4,1,1,0.0,50.766930271979845,3
7148,M239157960,2461913.0,8.0,104.0,4,2,1,1.0,59.213159415457994,2
7149,M239187704,448000.0,98.0,3.0,3,1,1,0.0,42.17795351465323,4
7150,M239202830,2827668.0,3.0,164.0,4,3,1,1.0,67.65938855893616,1
7151,M239203431,671410.0,43.0,23.0,3,1,1,0.0,42.17795351465323,4
7152,M239225518,197800.0,104.0,3.0,3,1,1,3.0,42.17795351465323,4
7153,M239282662,5382260.0,2.0,241.0,4,3,1,0.0,67.65938855893616,1
7154,M239282910,708890.0,10.0,34.0,4,1,1,1.0,50.766930271979845,3
7155,M239319628,258440.0,87.0,2.0,3,1,1,0.0,42.17795351465323,4
7156,M239322808,9719750.0,226.0,31.0,2,1,1,0.0,33.58897675732661,4
7157,M239402142,1648360.0,1.0,45.0,4,1,1,0.0,50.766930271979845,3
7158,M239409432,2269669.0,11.0,41.0,4,1,1,0.0,50.766930271979845,3
7159,M239456864,4860740.0,28.0,39.0,4,1,1,2.0,50.766930271979845,3
7160,M239499012,834690.0,42.0,20.0,3,1,1,0.0,42.17795351465323,4
7161,M239552419,4718180.0,33.0,69.0,4,2,1,2.0,59.213159415457994,2
7162,M239564957,5026010.0,12.0,60.0,4,2,1,0.0,59.213159415457994,2
7164,M239654567,750700.0,27.0,2.0,4,1,1,3.0,50.766930271979845,3
7165,M239658545,1112090.0,78.0,25.0,3,1,1,0.0,42.17795351465323,4
7166,M239691835,80900.0,127.0,3.0,2,1,1,0.0,33.58897675732661,4
7167,M239705613,1784995.0,2.0,65.0,4,2,1,0.0,59.213159415457994,2
7168,M239708244,9480240.0,31.0,77.0,4,2,1,0.0,59.213159415457994,2
7170,M239764572,6542710.0,5.0,62.0,4,2,1,0.0,59.213159415457994,2
7171,M239786853,3649290.0,135.0,14.0,2,1,1,2.0,33.58897675732661,4
7172,M239811786,259700.0,269.0,3.0,1,1,1,0.0,25.0,4
7173,M239839783,2319810.0,49.0,5.0,3,1,1,0.0,42.17795351465323,4
7174,M239858920,8134516.0,1.0,116.0,4,2,1,0.0,59.213159415457994,2
7175,M240007264,3866068.0,2.0,83.0,4,2,1,2.0,59.213159415457994,2
7176,M240020223,16290.0,328.0,1.0,1,1,1,0.0,25.0,4
7177,M240032549,1587276.0,1.0,166.0,4,3,1,1.0,67.65938855893616,1
7178,M240090928,93440.0,1.0,7.0,4,1,1,0.0,50.766930271979845,3
7179,M240095681,287400.0,22.0,13.0,4,1,1,0.0,50.766930271979845,3
7180,M240117030,1781316.0,118.0,17.0,3,1,1,0.0,42.17795351465323,4
7181,M240159668,7283980.0,28.0,60.0,4,2,1,0.0,59.213159415457994,2
7182,M240160629,3687034.0,2.0,115.0,4,2,1,0.0,59.213159415457994,2
7185,M240300340,9293260.0,2.0,53.0,4,2,1,0.0,59.213159415457994,2
7186,M240343271,599850.0,22.0,25.0,4,1,1,0.0,50.766930271979845,3
7187,M240360279,1883770.0,101.0,9.0,3,1,1,0.0,42.17795351465323,4
7188,M240430610,73260.0,221.0,5.0,2,1,1,0.0,33.58897675732661,4
7189,M240434985,809900.0,59.0,28.0,3,1,1,3.0,42.17795351465323,4
7190,M240440695,195260.0,9.0,13.0,4,1,1,1.0,50.766930271979845,3
7191,M240448735,2283500.0,7.0,38.0,4,1,1,0.0,50.766930271979845,3
7193,M240520194,515110.0,19.0,14.0,4,1,1,0.0,50.766930271979845,3
7194,M240526559,4765174.0,5.0,77.0,4,2,1,0.0,59.213159415457994,2
7195,M240580422,922344.0,12.0,44.0,4,1,1,0.0,50.766930271979845,3
7197,M240589266,2019100.0,42.0,9.0,3,1,1,0.0,42.17795351465323,4
7198,M240606398,1069860.0,36.0,17.0,4,1,1,1.0,50.766930271979845,3
7199,M240615352,1606660.0,1.0,42.0,4,1,1,1.0,50.766930271979845,3
7200,M240632650,5593770.0,9.0,45.0,4,1,1,0.0,50.766930271979845,3
7201,M240640615,737720.0,52.0,15.0,3,1,1,0.0,42.17795351465323,4
7202,M240673181,995756.0,10.0,43.0,4,1,1,0.0,50.766930271979845,3
7203,M240705301,566579.0,112.0,9.0,3,1,1,0.0,42.17795351465323,4
7204,M240730126,7875880.0,22.0,29.0,4,1,1,1.0,50.766930271979845,3
7205,M240746766,612790.0,1.0,24.0,4,1,1,1.0,50.766930271979845,3
7206,M240769635,531780.0,71.0,7.0,3,1,1,1.0,42.17795351465323,4
7207,M240772153,725755.0,1.0,35.0,4,1,1,0.0,50.766930271979845,3
7208,M240778370,50820.0,223.0,4.0,2,1,1,0.0,33.58897675732661,4
7209,M240801927,22800.0,265.0,2.0,1,1,1,0.0,25.0,4
7210,M240837292,1128100.0,47.0,14.0,3,1,1,0.0,42.17795351465323,4
7211,M240874453,2281290.0,29.0,48.0,4,1,1,0.0,50.766930271979845,3
7212,M240919161,2518540.0,4.0,75.0,4,2,1,0.0,59.213159415457994,2
7213,M240951470,259580.0,72.0,15.0,3,1,1,0.0,42.17795351465323,4
7214,M240966855,363070.0,49.0,16.0,3,1,1,0.0,42.17795351465323,4
7216,M241023449,9573747.0,1.0,221.0,4,3,1,0.0,67.65938855893616,1
7218,M241059393,106700.0,176.0,2.0,2,1,1,3.0,33.58897675732661,4
7219,M241131564,662000.0,51.0,6.0,3,1,1,0.0,42.17795351465323,4
7220,M241149666,3131162.0,3.0,96.0,4,2,1,0.0,59.213159415457994,2
7221,M241152622,4382790.0,13.0,52.0,4,2,1,0.0,59.213159415457994,2
7222,M241241052,1667358.0,9.0,139.0,4,3,1,3.0,67.65938855893616,1
7223,M241254856,18878610.0,8.0,215.0,4,3,2,1.0,75.62418265813139,1
7224,M241288367,1103500.0,48.0,7.0,3,1,1,0.0,42.17795351465323,4
7225,M241292797,933700.0,163.0,3.0,2,1,1,0.0,33.58897675732661,4
7226,M241375601,2645000.0,7.0,16.0,4,1,1,3.0,50.766930271979845,3
7227,M241540259,15198950.0,17.0,26.0,4,1,2,2.0,58.731724371175076,2
7228,M241547430,5132520.0,35.0,69.0,4,2,1,0.0,59.213159415457994,2
7229,M241598667,8672120.0,1.0,21.0,4,1,1,0.0,50.766930271979845,3
7231,M241650726,92970.0,81.0,4.0,3,1,1,0.0,42.17795351465323,4
7232,M241695962,416100.0,35.0,4.0,4,1,1,0.0,50.766930271979845,3
7233,M241713863,4256960.0,6.0,33.0,4,1,1,0.0,50.766930271979845,3
7234,M241753046,3428843.0,3.0,141.0,4,3,1,2.0,67.65938855893616,1
7235,M241770461,2239520.0,41.0,36.0,3,1,1,1.0,42.17795351465323,4
7236,M241787444,2282950.0,45.0,122.0,3,2,1,2.0,50.62418265813138,3
7237,M241834190,3775900.0,4.0,37.0,4,1,1,0.0,50.766930271979845,3
7238,M241836088,235920.0,4.0,38.0,4,1,1,0.0,50.766930271979845,3
7239,M241873175,70760.0,273.0,1.0,1,1,1,0.0,25.0,4
7240,M241891994,241150.0,76.0,4.0,3,1,1,1.0,42.17795351465323,4
7241,M241950608,202300.0,18.0,6.0,4,1,1,0.0,50.766930271979845,3
7242,M242031543,553540.0,24.0,20.0,4,1,1,1.0,50.766930271979845,3
7243,M242064380,979868.0,15.0,15.0,4,1,1,0.0,50.766930271979845,3
7244,M242075322,444500.0,20.0,6.0,4,1,1,1.0,50.766930271979845,3
7245,M242165071,318000.0,287.0,1.0,1,1,1,0.0,25.0,4
7246,M242170537,1163640.0,76.0,18.0,3,1,1,0.0,42.17795351465323,4
7247,M242222647,1262060.0,114.0,20.0,3,1,1,0.0,42.17795351465323,4
7248,M242232977,1313060.0,85.0,17.0,3,1,1,0.0,42.17795351465323,4
7250,M242284583,2340350.0,11.0,66.0,4,2,1,0.0,59.213159415457994,2
7251,M242291409,1867530.0,13.0,23.0,4,1,1,1.0,50.766930271979845,3
7252,M242317699,1000060.0,10.0,28.0,4,1,1,1.0,50.766930271979845,3
7253,M242338362,2109853.0,15.0,20.0,4,1,1,0.0,50.766930271979845,3
7254,M242342250,392736.0,28.0,16.0,4,1,1,0.0,50.766930271979845,3
7255,M242361611,95870.0,316.0,4.0,1,1,1,0.0,25.0,4
7256,M242363544,5135840.0,7.0,79.0,4,2,1,2.0,59.213159415457994,2
7257,M242368137,1790550.0,8.0,12.0,4,1,1,0.0,50.766930271979845,3
7258,M242462032,1159616.0,219.0,28.0,2,1,1,0.0,33.58897675732661,4
7259,M242474584,7738540.0,27.0,79.0,4,2,1,1.0,59.213159415457994,2
7260,M242519100,185780.0,262.0,3.0,1,1,1,0.0,25.0,4
7261,M242527425,1067080.0,2.0,131.0,4,2,1,0.0,59.213159415457994,2
7262,M242559325,689789.0,9.0,28.0,4,1,1,0.0,50.766930271979845,3
7264,M242611730,4334700.0,11.0,28.0,4,1,1,0.0,50.766930271979845,3
7265,M242625250,365590.0,8.0,24.0,4,1,1,1.0,50.766930271979845,3
7266,M242692336,996980.0,96.0,20.0,3,1,1,1.0,42.17795351465323,4
7267,M242708185,2629950.0,3.0,30.0,4,1,1,0.0,50.766930271979845,3
7268,M242749845,1757200.0,21.0,69.0,4,2,1,0.0,59.213159415457994,2
7269,M242755796,614500.0,41.0,5.0,3,1,1,0.0,42.17795351465323,4
7270,M242779720,14010.0,191.0,1.0,2,1,1,0.0,33.58897675732661,4
7271,M242788320,4250900.0,13.0,40.0,4,1,1,0.0,50.766930271979845,3
7272,M242791109,182510.0,2.0,46.0,4,1,1,1.0,50.766930271979845,3
7273,M242809984,5776500.0,8.0,65.0,4,2,1,0.0,59.213159415457994,2
7274,M242896802,1257202.0,7.0,29.0,4,1,1,0.0,50.766930271979845,3
7275,M242897562,2929600.0,12.0,35.0,4,1,1,0.0,50.766930271979845,3
7278,M242910682,2456047.0,77.0,31.0,3,1,1,0.0,42.17795351465323,4
7279,M242911276,359780.0,198.0,16.0,2,1,1,0.0,33.58897675732661,4
7280,M242922615,2937350.0,7.0,53.0,4,2,1,0.0,59.213159415457994,2
7282,M243120529,12970000.0,35.0,5.0,4,1,1,0.0,50.766930271979845,3
7283,M243131533,2103437.0,26.0,28.0,4,1,1,0.0,50.766930271979845,3
7284,M243193733,298220.0,116.0,8.0,3,1,1,2.0,42.17795351465323,4
7285,M243202955,53156070.0,26.0,96.0,4,2,2,2.0,67.17795351465323,1
7287,M243223144,660100.0,8.0,8.0,4,1,1,3.0,50.766930271979845,3
7288,M243233107,195120.0,20.0,16.0,4,1,1,3.0,50.766930271979845,3
7289,M243286828,3036005.0,39.0,55.0,4,2,1,0.0,59.213159415457994,2
7290,M243298105,69200.0,33.0,2.0,4,1,1,1.0,50.766930271979845,3
7291,M243309516,217770.0,14.0,5.0,4,1,1,0.0,50.766930271979845,3
7292,M243320990,1558016.0,56.0,36.0,3,1,1,3.0,42.17795351465323,4
7293,M243337331,4156174.0,27.0,59.0,4,2,1,0.0,59.213159415457994,2
7294,M243394288,4306240.0,11.0,73.0,4,2,1,1.0,59.213159415457994,2
7295,M243395693,1287743.0,12.0,34.0,4,1,1,1.0,50.766930271979845,3
7296,M243412014,2938639.0,12.0,37.0,4,1,1,2.0,50.766930271979845,3
7297,M243414179,5380987.0,4.0,145.0,4,3,1,0.0,67.65938855893616,1
7298,M243438777,18580.0,65.0,2.0,3,1,1,0.0,42.17795351465323,4
7299,M243482612,2883455.0,3.0,50.0,4,1,1,0.0,50.766930271979845,3
7300,M243490847,17056853.0,8.0,156.0,4,3,2,0.0,75.62418265813139,1
7301,M243558770,2642500.0,18.0,43.0,4,1,1,0.0,50.766930271979845,3
7302,M243562491,2030213.0,9.0,44.0,4,1,1,0.0,50.766930271979845,3
7303,M243565126,945547.0,46.0,26.0,3,1,1,1.0,42.17795351465323,4
7304,M243577483,927540.0,17.0,47.0,4,1,1,0.0,50.766930271979845,3
7305,M243585926,1045070.0,43.0,24.0,3,1,1,1.0,42.17795351465323,4
7307,M243601285,841380.0,62.0,25.0,3,1,1,0.0,42.17795351465323,4
7309,M243619756,580194.0,28.0,20.0,4,1,1,1.0,50.766930271979845,3
7310,M243629126,637800.0,64.0,4.0,3,1,1,1.0,42.17795351465323,4
7311,M243673130,7226958.0,3.0,140.0,4,3,1,0.0,67.65938855893616,1
7312,M243701447,379000.0,272.0,1.0,1,1,1,0.0,25.0,4
7313,M243720553,91600.0,311.0,2.0,1,1,1,0.0,25.0,4
