,cust,male,ages,zon_hlv,most_common_visiting,max_buy_am,most_common_time,Lpay_user,twice_product
8941,M330335017,0,40,Z10,Z10,55000.0,20,0,45
8942,M330336594,1,40,Z17,Z17,69800.0,15,1,46
8943,M330354100,0,30,Z10,Z10,304200.0,15,0,55
8944,M330411790,1,50,Z10,Z10,1958000.0,8,1,35
8945,M330434419,0,50,Z10,Z17,150000.0,15,0,0
8946,M330436524,0,30,Z17,Z17,28000.0,[16 22],1,10
8947,M330499474,0,40,Z10,Z10,639600.0,16,0,13
8948,M330503689,0,30,Z10,Z10,328000.0,14,1,19
8949,M330508841,1,20,Z16,Z16,233100.0,20,0,11
8950,M330519477,1,40,Z17,Z17,149000.0,[12 17],0,0
8951,M330564235,0,40,Z10,Z17,26900.0,16,0,0
8952,M330588337,0,30,Z02,Z02,729400.0,16,1,40
8953,M330594710,1,40,Z17,Z17,29700.0,19,0,19
8954,M330678743,0,20,Z10,Z09,208000.0,[11 18],0,17
8955,M330687573,0,40,Z10,Z10,97300.0,16,0,1
8956,M330717802,1,30,Z10,Z10,286000.0,[14 18],1,5
8957,M330719099,1,40,Z10,Z10,264000.0,14,0,56
8958,M330792030,1,30,Z04,Z04,358000.0,18,0,8
8959,M330798586,0,30,Z10,Z10,287300.0,13,0,7
8960,M330874099,0,30,Z17,Z17,536000.0,13,1,15
8961,M330927312,0,40,Z14,Z14,189000.0,14,0,4
8962,M330936601,1,30,Z04,Z04,134400.0,19,1,16
8963,M331053044,0,40,Z06,Z06,199000.0,16,0,128
8964,M331062945,0,40,Z17,Z17,24000.0,21,0,16
8965,M331163642,0,20,Z17,Z17,59000.0,16,0,5
8966,M331253388,0,30,Z17,Z17,44500.0,21,0,3
8967,M331333773,0,50,Z10,Z17,359000.0,12,0,11
8968,M331400469,1,40,Z10,Z10,79200.0,18,0,38
8969,M331425859,1,30,Z10,Z10,288000.0,12,0,69
8970,M331443639,0,30,Z06,Z06,79800.0,18,0,23
8971,M331445698,0,50,Z12,Z12,210000.0,15,0,11
8972,M331453096,1,50,Z10,Z17,125000.0,18,0,17
8973,M331468207,0,40,Z10,[],108000.0,12,1,19
8974,M331473499,0,40,Z10,Z10,239000.0,19,0,66
8975,M331484967,0,40,Z13,Z13,1017000.0,17,0,10
8976,M331544211,0,60,Z10,Z10,36000.0,18,0,13
8977,M331599000,0,50,Z04,Z04,229600.0,18,1,9
8978,M331609731,1,30,Z03,Z03,41600.0,14,1,31
8979,M331610040,0,50,Z05,Z05,325400.0,13,0,18
8980,M331844183,0,70,Z17,Z04,36700.0,19,0,19
8981,M331847702,0,50,Z05,Z17,26590.0,17,0,15
8982,M331860912,0,20,Z10,Z10,207000.0,12,0,6
8983,M331876013,0,50,Z17,Z17,59000.0,14,0,25
8984,M331915513,0,50,Z13,Z13,139000.0,16,0,3
8985,M332082936,1,40,Z11,Z11,642000.0,15,0,4
8986,M332133877,0,40,Z04,Z04,610000.0,20,0,41
8987,M332205263,0,50,Z17,Z17,146600.0,20,0,1
8988,M332241713,0,40,Z06,Z06,74900.0,16,0,40
8989,M332271066,0,40,Z14,Z14,321870.0,23,1,3
8990,M332312428,1,40,Z04,Z04,21000.0,17,0,25
8991,M332352628,0,50,Z17,Z17,3600.0,[18 23],0,0
8992,M332364145,0,50,Z17,Z17,470000.0,13,0,2
8993,M332368950,0,30,Z04,Z04,350000.0,16,0,17
8994,M332411000,0,50,Z10,Z10,17820.0,14,0,3
8995,M332429986,1,30,Z17,Z17,2380000.0,19,0,64
8996,M332456194,0,30,Z17,Z17,339100.0,[13 14],1,22
8997,M332480245,0,50,Z04,Z04,139000.0,17,0,28
8998,M332499386,0,40,Z14,Z14,54400.0,15,0,11
8999,M332511017,0,50,Z01,Z01,16900.0,10,0,1
9000,M332516077,0,30,Z16,Z16,2536050.0,19,0,13
9001,M332539888,1,20,Z04,Z04,2090000.0,19,1,44
9002,M332584980,0,40,Z10,Z17,45000.0,19,0,0
9003,M332585804,1,40,Z13,Z10,156800.0,13,1,1
9004,M332634516,1,50,Z10,Z10,519000.0,19,1,8
9005,M332648892,0,30,Z17,Z17,54000.0,[13 14],1,3
9006,M332691628,0,20,Z17,Z10,8400.0,20,0,2
9007,M332711874,0,40,Z17,Z17,6050000.0,11,1,59
9008,M332712484,0,30,Z08,Z16,1470000.0,14,1,9
9009,M332788295,0,50,Z17,Z17,2457000.0,14,0,28
9010,M332832610,1,30,Z10,Z10,287200.0,13,0,12
9011,M332839001,0,40,Z17,Z17,390000.0,20,1,90
9012,M332877359,0,30,Z08,Z08,69000.0,16,1,31
9013,M332881855,1,50,Z17,Z17,386600.0,22,1,10
9014,M332887335,0,30,Z16,Z16,237900.0,14,1,31
9015,M332889896,0,50,Z08,Z08,310000.0,10,0,9
9016,M332890923,1,30,Z17,Z04,9490.0,10,0,8
9017,M332914294,0,40,Z04,Z10,95400.0,18,0,53
9018,M332917027,0,30,Z17,Z17,220500.0,[16 17],1,41
9019,M332922969,0,50,Z03,Z03,1346000.0,15,0,5
9020,M332927194,1,20,Z10,Z10,98000.0,9,1,19
9021,M333092819,0,50,Z10,[],77000.0,[14 16],0,2
9022,M333112427,0,30,Z10,Z04,59900.0,12,0,4
9023,M333123129,0,40,Z10,Z10,257000.0,18,0,10
9024,M333194788,0,40,Z17,Z17,75000.0,11,1,16
9025,M333197806,1,40,Z10,Z10,22000.0,17,0,4
9026,M333198333,0,40,Z10,Z10,17900.0,19,0,17
9027,M333198501,1,70,Z10,[],290000.0,0,1,1
9028,M333198713,0,30,Z10,Z10,178200.0,10,1,21
9029,M333233870,0,40,Z14,Z14,625000.0,13,1,11
9030,M333288981,0,40,Z04,Z04,89900.0,21,0,74
9031,M333291929,0,40,Z10,Z10,75360.0,14,0,21
9032,M333307074,0,30,Z05,Z13,670000.0,17,0,8
9033,M333342175,0,20,Z10,Z17,286400.0,8,1,52
9034,M333346836,1,50,Z06,Z06,40900.0,18,1,80
9035,M333370101,1,40,Z17,Z17,369000.0,20,0,15
9036,M333379336,0,40,Z03,Z03,104000.0,16,1,133
9037,M333380028,0,30,Z13,Z13,349500.0,17,0,16
9038,M333436188,0,50,Z12,Z12,139000.0,11,0,2
9039,M333444201,0,40,Z10,Z17,78500.0,12,1,12
9040,M333445476,0,20,Z10,Z17,550050.0,16,0,11
9041,M333498086,1,40,Z17,Z17,179000.0,17,1,97
9042,M333504489,1,30,Z10,Z10,530000.0,11,1,10
9043,M333553644,1,30,Z14,Z09,56700.0,20,0,22
9044,M333560535,0,40,Z10,Z10,63300.0,[18 20],0,30
9045,M333565427,1,30,Z12,Z10,278600.0,18,0,12
9046,M333605607,1,60,Z05,[],29000.0,17,0,0
9047,M333647938,1,20,Z17,Z17,136000.0,21,1,10
9048,M333656285,0,40,Z13,Z13,6990.0,19,0,8
9049,M333701951,0,50,Z17,Z17,69800.0,18,0,6
9050,M333717065,0,20,Z17,Z17,30000.0,14,0,1
9051,M333732326,0,30,Z11,Z11,47600.0,13,0,1
9052,M333752894,0,40,Z11,Z11,329000.0,12,1,34
9053,M333786268,0,40,Z08,Z10,45800.0,19,0,2
9054,M333788684,0,40,Z14,Z14,108000.0,[12 13 14],0,2
9055,M333861551,1,30,Z10,[],218310.0,0,1,2
9056,M333907945,0,30,Z04,Z04,76000.0,21,1,43
9057,M333915300,0,70,Z17,Z17,1474000.0,14,0,38
9058,M333976286,1,20,Z11,Z11,597890.0,15,1,50
9059,M333988635,1,40,Z11,Z17,209000.0,19,0,9
9060,M334059866,0,40,Z05,Z17,318000.0,17,1,159
9061,M334060033,0,40,Z10,Z10,35800.0,18,0,54
9062,M334081804,1,40,Z08,Z08,21600.0,10,0,46
9063,M334082344,0,20,Z06,Z06,187150.0,19,1,10
9064,M334205637,0,50,Z10,Z10,1160000.0,21,1,50
9065,M334206058,0,30,Z17,Z17,359000.0,20,0,3
9066,M334222357,0,20,Z01,Z17,399000.0,[15 16 18],0,1
9067,M334235944,1,30,Z04,Z04,13800.0,15,0,3
9068,M334236061,0,50,Z10,Z10,149500.0,22,0,1
9069,M334259476,1,50,Z17,Z10,222600.0,18,0,10
9070,M334265760,1,40,Z04,Z09,5000.0,[19 22],0,4
9071,M334401643,0,50,Z10,Z10,209300.0,11,1,15
9072,M334488161,0,40,Z17,Z17,360000.0,11,1,105
9073,M334525122,0,30,Z08,Z08,139800.0,15,0,7
9074,M334609042,1,50,Z10,Z10,25900.0,19,0,21
9075,M334637120,0,60,Z10,Z10,22704.0,12,0,12
9076,M334666789,0,40,Z04,Z04,30000.0,21,1,54
9077,M334669996,0,30,Z04,Z04,385100.0,13,0,3
9078,M334677481,1,20,Z10,[],26000.0,22,0,0
9079,M334729647,0,40,Z17,Z17,2500000.0,18,1,91
9080,M334732359,0,20,Z17,Z17,17000.0,21,0,9
9081,M334759509,0,40,Z08,Z08,41930.0,20,0,85
9082,M334817238,1,30,Z17,Z17,161000.0,18,1,33
9083,M334854286,0,40,Z17,Z17,19950.0,17,0,15
9084,M334863334,0,50,Z10,Z10,6400000.0,16,0,20
9085,M334865422,0,30,Z13,Z13,35000.0,18,0,9
9086,M334871090,0,50,Z17,Z17,594300.0,17,0,30
9087,M334899227,0,70,Z13,Z13,145000.0,15,0,7
9088,M334908444,0,40,Z12,Z12,95400.0,12,1,43
9089,M334924365,1,60,Z10,Z10,83000.0,16,1,53
9090,M334943764,0,40,Z08,Z08,298000.0,15,0,13
9091,M334945280,0,50,Z04,Z04,99800.0,17,0,6
9092,M335081704,0,50,Z16,Z16,153000.0,17,1,48
9093,M335090969,0,40,Z17,Z17,585000.0,19,1,94
9094,M335179512,0,20,Z11,Z17,20000.0,21,1,22
9095,M335214490,0,50,Z16,Z16,198000.0,16,1,136
9096,M335230847,0,40,Z05,Z13,489000.0,17,0,27
9097,M335245808,1,40,Z03,Z03,101400.0,20,0,105
9098,M335252412,0,70,Z10,Z17,109300.0,11,0,0
9099,M335256017,0,60,Z11,Z11,63900.0,16,0,42
9100,M335302260,0,40,Z05,Z05,141000.0,22,0,68
9101,M335369759,0,40,Z13,Z13,600000.0,17,1,71
9102,M335406044,0,30,Z10,Z10,411750.0,18,0,9
9103,M335429714,0,40,Z16,Z16,277000.0,13,1,9
9104,M335472022,1,30,Z10,Z17,100000.0,21,1,21
9105,M335532034,0,30,Z15,Z11,623000.0,16,0,8
9106,M335563734,0,30,Z10,Z17,69000.0,15,0,1
9107,M335629251,1,50,Z03,Z03,36000.0,20,1,57
9108,M335670774,0,40,Z10,Z10,77000.0,16,0,0
9109,M335720814,0,40,Z16,Z16,118000.0,11,1,23
9110,M335775254,0,30,Z10,Z17,80000.0,[11 18],0,1
9111,M335794171,0,20,Z10,Z13,258000.0,21,0,45
9112,M335821803,1,50,Z17,Z17,195300.0,21,0,14
9113,M335873838,0,40,Z10,Z10,67950.0,[16 19],1,6
9114,M335899740,1,40,Z10,Z04,7000.0,6,0,1
9115,M335956217,0,40,Z04,Z04,1310000.0,12,1,15
9116,M335956972,0,40,Z13,Z13,107100.0,22,0,11
9117,M336008672,1,50,Z17,Z17,694100.0,11,1,181
9118,M336041315,1,40,Z10,Z10,18900.0,10,1,0
9119,M336074690,0,40,Z10,Z10,3672000.0,14,0,46
9120,M336085629,1,40,Z17,Z17,5000.0,23,1,15
9121,M336113491,0,30,Z10,Z10,131600.0,19,0,7
9122,M336141132,0,30,Z17,Z17,1467000.0,16,0,27
9123,M336150899,1,20,Z10,Z10,45000.0,22,0,14
9124,M336158522,1,50,Z16,Z16,46800.0,21,0,41
9125,M336163343,0,60,Z09,Z09,100000.0,[16 18],0,5
9126,M336197685,0,40,Z17,Z17,69000.0,19,1,23
9127,M336199109,1,20,Z17,Z17,36500.0,13,1,31
9128,M336217090,0,60,Z04,Z04,149000.0,16,0,4
9129,M336291170,0,40,Z17,Z17,69000.0,16,1,44
9130,M336304029,0,60,Z17,Z17,74000.0,17,0,3
9131,M336305857,1,40,Z10,Z10,60000.0,13,1,23
9132,M336322870,0,20,Z12,Z12,10000.0,[ 7  8 18],0,0
9133,M336354333,0,70,Z17,Z17,63000.0,17,0,3
9134,M336360825,1,40,Z14,['Z14' 'Z16' 'Z17'],223200.0,16,0,0
9135,M336412819,0,60,Z17,Z17,48000.0,19,0,56
9136,M336435555,1,70,Z17,Z17,48000.0,[15 17],0,12
9137,M336450868,0,40,Z11,Z11,120000.0,21,0,73
9138,M336525918,1,30,Z10,[],201100.0,1,1,5
9139,M336552637,0,40,Z12,[],50000.0,[ 0  9 15],0,0
9140,M336590436,1,70,Z17,Z10,79000.0,13,0,0
9141,M336691011,0,30,Z06,Z08,640000.0,18,1,27
9142,M336749538,1,40,Z10,Z10,38000.0,18,0,22
9143,M336761426,0,20,Z04,Z04,50000.0,16,0,0
9144,M336770870,0,50,Z04,Z04,249500.0,19,0,18
9145,M336831476,0,50,Z04,Z04,373800.0,19,0,37
9146,M336840929,1,40,Z10,Z10,150000.0,18,0,46
9147,M336865284,1,40,Z08,Z17,65076.0,17,0,18
9148,M336874833,0,40,Z14,Z14,13500.0,16,0,9
9149,M336933607,0,40,Z13,Z13,49800.0,13,1,161
9150,M336988853,0,40,Z10,Z10,676000.0,16,1,12
9151,M337059741,0,40,Z09,Z10,176000.0,[15 20],1,3
9152,M337077670,0,30,Z17,Z17,6000000.0,18,0,2
9153,M337088453,0,60,Z10,Z10,98400.0,12,0,19
9154,M337159616,1,40,Z16,Z16,11217510.0,13,1,20
9155,M337168659,1,30,Z17,Z17,192000.0,19,1,58
9156,M337197421,0,40,Z10,Z10,199000.0,15,0,18
9157,M337267505,1,50,Z17,Z17,40820.0,20,0,46
9158,M337317060,1,40,Z17,Z17,22950.0,21,0,5
9159,M337386629,0,40,Z07,Z07,998000.0,14,0,117
9160,M337397015,0,40,Z11,Z11,238700.0,14,0,15
9161,M337467407,0,40,Z17,Z17,18000.0,11,0,1
9162,M337482533,0,30,Z13,Z13,1078000.0,18,1,24
9163,M337519820,1,40,Z08,Z15,44250.0,12,0,4
9164,M337535912,0,50,Z11,Z10,1580000.0,18,1,15
9165,M337582887,1,30,Z08,Z11,160500.0,12,0,1
9166,M337605748,0,60,Z10,Z10,279200.0,20,0,32
9167,M337673514,0,50,Z16,Z16,508000.0,16,0,5
9168,M337707987,1,40,Z17,Z17,300000.0,17,0,7
9169,M337741326,0,50,Z10,Z10,120000.0,17,0,16
9170,M337793768,1,40,Z04,Z04,76400.0,20,0,9
9171,M337818555,0,30,Z07,Z07,35800.0,13,0,20
9172,M337855260,0,40,Z17,Z17,29000.0,19,0,21
9173,M337978312,0,30,Z17,Z17,160000.0,18,1,1
9174,M338004356,0,30,Z10,Z10,238000.0,16,0,11
9175,M338026038,0,50,Z04,Z04,65406.0,11,0,172
9176,M338196230,0,30,Z17,Z04,139000.0,18,1,78
9177,M338214284,1,40,Z17,Z17,2950000.0,21,0,5
9178,M338226804,1,50,Z17,Z17,3400000.0,18,0,22
9179,M338243107,0,40,Z17,Z17,14470000.0,13,0,24
9180,M338274657,0,20,Z10,Z10,159200.0,18,0,46
9181,M338286826,1,30,Z10,Z10,350000.0,[15 17 18],0,0
9182,M338310215,0,40,Z08,Z08,269000.0,16,0,8
9183,M338350592,0,40,Z13,Z17,40500.0,21,1,94
9184,M338373214,1,20,Z11,Z11,333000.0,17,0,3
9185,M338389343,0,40,Z11,Z11,79000.0,16,1,6
9186,M338471804,0,50,Z16,Z16,1080000.0,16,0,42
9187,M338472318,0,60,Z10,Z10,51045.0,18,0,11
9188,M338515890,0,40,Z10,Z10,165000.0,13,1,41
9189,M338525329,0,50,Z12,Z12,129800.0,15,0,52
9190,M338602498,0,40,Z10,Z10,184680.0,16,1,24
9191,M338616594,1,30,Z10,Z17,9900.0,16,0,8
9192,M338660373,0,30,Z10,Z17,500000.0,18,0,12
9193,M338661359,0,50,Z12,Z12,627800.0,14,1,8
9194,M338738385,0,40,Z04,[],2517000.0,23,0,0
9195,M338799838,0,30,Z08,Z08,45000.0,20,0,18
9196,M338910875,0,40,Z17,Z10,4500.0,12,0,0
9197,M338937486,0,50,Z06,Z06,147000.0,17,0,0
9198,M339003270,1,30,Z17,Z17,80100.0,21,1,31
9199,M339016071,1,20,Z16,Z16,128000.0,20,0,23
9200,M339112380,0,40,Z16,Z16,1650000.0,15,1,13
9201,M339158251,1,40,Z04,Z04,13800.0,12,0,1
9202,M339163367,1,50,Z17,Z17,240000.0,20,1,31
9203,M339210788,0,30,Z17,[],107250.0,[20 22],0,0
9204,M339249679,0,60,Z08,Z15,189000.0,17,0,7
9205,M339303748,1,60,Z17,Z17,2280000.0,19,0,4
9206,M339304431,0,60,Z17,Z17,72900.0,9,1,55
9207,M339321183,0,50,Z11,Z11,150000.0,16,0,10
9208,M339345739,0,40,Z05,[],95200.0,10,1,13
9209,M339355690,1,20,Z17,Z17,36000.0,19,0,3
9210,M339407607,0,40,Z17,[],429000.0,17,1,2
9211,M339485629,0,60,Z07,Z07,189000.0,13,0,65
9212,M339499678,0,40,Z10,Z10,3000000.0,17,1,8
9213,M339551391,0,50,Z11,Z11,159000.0,17,0,40
9214,M339552715,0,30,Z16,Z16,330000.0,13,1,19
9215,M339589882,0,50,Z16,Z16,69000.0,[12 19],0,0
9216,M339658750,0,30,Z17,Z17,69000.0,19,1,23
9217,M339685490,0,20,Z14,Z14,259000.0,23,0,12
9218,M339724251,0,60,Z17,Z10,43800.0,11,0,54
9219,M339735821,0,20,Z17,Z17,6800.0,17,0,0
9220,M339766499,1,40,Z17,Z10,1340000.0,14,1,16
9221,M339890744,0,30,Z10,Z10,89500.0,17,0,30
9222,M339926048,0,40,Z17,Z17,1538000.0,11,1,42
9223,M339930817,0,30,Z06,Z06,5990000.0,21,0,44
9224,M339950075,0,40,Z04,Z04,74900.0,16,1,96
9225,M339965073,0,50,Z09,Z10,46000.0,17,0,2
9226,M339986474,1,40,Z04,Z04,1290000.0,17,0,18
9227,M339996343,0,30,Z10,Z10,50400.0,20,0,0
9228,M340004418,1,40,Z04,Z04,2000000.0,18,0,5
9229,M340011301,0,50,Z11,Z11,190400.0,11,0,1
9230,M340062179,0,40,Z16,Z16,337500.0,[14 16],1,35
9231,M340064166,0,70,Z15,Z15,499000.0,18,0,16
9232,M340225579,0,20,Z12,Z08,139000.0,15,1,13
9233,M340231155,0,30,Z10,Z10,1041200.0,13,0,16
9234,M340277529,1,40,Z03,Z03,50000.0,14,1,67
9235,M340278767,1,30,Z17,Z17,3140000.0,14,1,24
9236,M340285445,1,40,Z06,Z06,36900.0,14,1,4
9237,M340378964,0,50,Z17,Z17,10000000.0,[11 18],1,6
9238,M340401542,1,40,Z17,Z17,6400000.0,17,1,11
9239,M340446580,0,50,Z17,Z17,11000.0,17,0,0
9240,M340473008,1,50,Z16,Z11,546000.0,16,0,3
9241,M340487258,0,30,Z03,Z03,148000.0,17,0,9
9242,M340528859,0,30,Z10,Z10,510200.0,17,0,28
9243,M340616764,0,30,Z17,Z17,259000.0,[16 19],0,1
9244,M340646331,0,40,Z17,Z17,9900.0,20,1,0
9245,M340658249,0,50,Z04,Z04,89900.0,18,0,109
9246,M340696040,1,40,Z17,Z10,244900.0,21,0,5
9247,M340823796,0,50,Z11,Z16,55600.0,15,1,47
9248,M340834945,0,50,Z13,Z13,44250.0,17,0,23
9249,M340859617,0,40,Z17,Z10,95000.0,17,1,28
9250,M340862964,1,30,Z10,Z10,70000.0,21,0,17
9251,M340864347,0,40,Z17,Z17,829400.0,20,1,60
9252,M340871006,0,60,Z12,Z17,264000.0,17,0,6
9253,M340910296,0,50,Z16,Z16,259000.0,19,0,1
9254,M340954582,0,50,Z17,Z17,790000.0,13,0,17
9255,M340966125,0,40,Z10,Z10,399000.0,[15 16],0,5
9256,M341003277,0,50,Z10,Z10,275000.0,[14 15],1,6
9257,M341107536,1,40,Z16,Z16,1650000.0,11,0,2
9258,M341129114,0,50,Z10,Z10,28900.0,18,1,28
9259,M341129212,0,40,Z15,Z15,66900.0,13,1,99
9260,M341184313,0,70,Z17,Z17,4500000.0,15,0,71
9261,M341197337,1,30,Z17,[],2695000.0,[13 17],0,1
9262,M341260052,0,60,Z03,Z03,80900.0,16,0,16
9263,M341291234,0,40,Z11,Z11,250000.0,16,0,6
9264,M341324085,0,70,Z10,Z10,809000.0,14,0,11
9265,M341374425,0,30,Z17,Z17,600000.0,13,0,8
9266,M341397025,0,50,Z10,Z10,149000.0,15,0,0
9267,M341404371,1,30,Z16,Z16,98000.0,15,0,28
9268,M341466463,0,30,Z17,Z17,413000.0,16,1,14
9269,M341575742,0,40,Z14,Z14,208600.0,17,0,1
9270,M341594102,0,40,Z08,Z08,18900.0,18,0,12
9271,M341608031,0,60,Z16,Z16,275400.0,19,1,36
9272,M341646704,1,20,Z16,Z16,99900.0,20,0,28
9273,M341664647,0,50,Z17,Z17,39600.0,20,0,63
9274,M341738949,0,50,Z06,Z06,940000.0,19,0,2
9275,M341750834,0,70,Z06,Z06,90000.0,16,0,6
9276,M341921132,1,50,Z10,Z10,201700.0,19,1,23
9277,M341928609,0,40,Z10,Z10,149000.0,13,0,1
9278,M341959878,1,40,Z10,Z10,179000.0,9,0,48
9279,M342024716,0,50,Z10,Z10,30510.0,18,0,62
9280,M342032973,0,20,Z14,['Z14' 'Z16'],255840.0,14,1,0
9281,M342134209,0,40,Z11,Z11,30000.0,21,0,2
9282,M342162623,0,40,Z04,[],104000.0,12,0,0
9283,M342233916,0,40,Z11,Z11,530000.0,[14 15],0,1
9284,M342276582,0,60,Z17,Z17,39900.0,11,0,49
9285,M342324356,0,40,Z10,Z17,68400.0,16,0,41
9286,M342338249,1,30,Z10,Z10,930000.0,19,1,48
9287,M342394078,0,70,Z10,Z10,197000.0,14,0,5
9288,M342474894,1,20,Z05,Z05,1470000.0,17,0,89
9289,M342486646,0,40,Z10,Z10,570000.0,[13 14],0,7
9290,M342500773,1,50,Z11,Z11,2900000.0,14,0,1
9291,M342508479,0,40,Z04,Z04,1300000.0,12,0,11
9292,M342537676,0,50,Z05,Z05,55110.0,11,0,53
9293,M342642578,1,50,Z17,Z10,22000.0,17,0,0
9294,M342643098,1,40,Z04,Z10,95000.0,16,0,2
9295,M342654736,0,30,Z17,[],40000.0,[ 8 10],0,0
9296,M342689927,0,50,Z17,Z17,39900.0,14,0,14
9297,M342748126,0,40,Z07,Z07,819000.0,11,0,0
9298,M342833058,0,40,Z17,Z10,11800.0,[11 12 13 18],1,0
9299,M342895475,0,30,Z16,Z16,598000.0,19,0,82
9300,M342901582,0,50,Z17,Z17,217800.0,18,1,50
9301,M342931213,0,40,Z10,Z10,293000.0,16,0,3
9302,M342949359,0,40,Z03,Z03,45800.0,20,0,5
9303,M342968577,1,40,Z12,['Z12' 'Z17'],359000.0,14,1,13
9304,M343031824,0,50,Z10,Z10,168000.0,15,0,5
9305,M343058103,1,40,Z10,Z10,160200.0,13,1,68
9306,M343078649,0,40,Z02,Z05,990000.0,13,0,108
9307,M343114120,0,50,Z10,Z10,200000.0,10,0,0
9308,M343119089,0,50,Z10,Z10,676340.0,[13 17 18],1,19
9309,M343235503,0,40,Z13,Z13,159000.0,16,1,136
9310,M343239155,0,40,Z17,Z10,2790530.0,14,1,27
9311,M343254660,0,30,Z12,Z05,188000.0,10,1,4
9312,M343264688,1,40,Z17,Z17,37070000.0,16,1,83
9313,M343283098,0,60,Z17,Z17,315000.0,13,1,2
9314,M343295622,0,40,Z17,Z17,18900.0,19,0,54
9315,M343307255,1,30,Z17,Z17,50000.0,14,0,20
9316,M343330247,1,40,Z17,Z10,529000.0,22,1,46
9317,M343438288,0,20,Z16,Z17,4974000.0,14,1,22
9318,M343578868,0,60,Z17,Z17,49000.0,15,0,37
9319,M343589909,0,30,Z11,[],7980.0,19,0,1
9320,M343601809,1,30,Z16,Z16,1000000.0,17,1,34
9321,M343658137,0,50,Z04,Z10,160000.0,17,0,6
9322,M343703411,1,20,Z06,Z17,13500.0,[19 21],0,6
9323,M343707481,0,40,Z10,Z10,79000.0,12,0,6
9324,M343760405,0,40,Z16,Z16,12490.0,15,1,15
9325,M343793983,0,40,Z16,Z16,199000.0,17,0,119
9326,M343818925,0,30,Z10,Z10,337000.0,17,0,24
9327,M343835312,1,40,Z17,Z17,621000.0,20,1,67
9328,M344011246,1,20,Z16,Z16,535000.0,21,1,27
9329,M344019139,0,50,Z17,Z17,359000.0,10,1,15
9330,M344021442,1,20,Z11,Z11,278000.0,17,0,15
9331,M344024803,1,30,Z17,Z17,6753000.0,19,0,78
9332,M344035588,1,30,Z08,Z08,70000.0,17,0,67
9333,M344109726,0,30,Z10,Z10,49500.0,16,0,9
9334,M344111066,0,30,Z17,Z17,468000.0,10,1,43
9335,M344129674,0,40,Z17,Z17,169000.0,18,1,6
9336,M344130541,0,50,Z17,Z17,45000.0,16,0,17
9337,M344167920,0,30,Z04,Z04,81400.0,20,0,56
9338,M344192900,1,40,Z04,Z17,23800.0,14,1,3
9339,M344255126,1,40,Z12,Z17,319000.0,20,0,36
9340,M344260537,0,60,Z17,Z17,399000.0,[14 17],0,5
9341,M344424019,1,40,Z10,Z10,3750000.0,14,1,61
9342,M344440393,0,40,Z16,[],139500.0,12,1,36
9343,M344477914,0,30,Z10,Z10,158000.0,18,1,49
9344,M344499611,0,30,Z17,Z17,436800.0,13,1,19
9345,M344584010,0,40,Z17,Z17,98000.0,17,1,7
9346,M344621103,0,40,Z05,Z10,548000.0,20,0,20
9347,M344621943,1,20,Z16,Z16,12000.0,17,0,0
9348,M344645501,0,40,Z10,Z10,31000.0,14,0,8
9349,M344696163,0,30,Z17,Z17,80000.0,14,0,3
9350,M344723870,1,60,Z10,Z10,963000.0,13,0,5
9351,M344774747,0,50,Z10,Z10,575000.0,17,0,1
9352,M344898652,0,50,Z05,Z05,238000.0,16,0,5
9353,M344903307,0,40,Z17,Z17,320000.0,10,0,49
9354,M344980753,0,20,Z12,Z12,849900.0,[13 14 16 19],0,1
9355,M345043879,0,40,Z10,Z10,199800.0,21,0,12
9356,M345123039,0,50,Z08,Z08,19900.0,17,0,52
9357,M345190708,1,40,Z14,Z14,134100.0,20,1,45
9358,M345191599,1,30,Z17,[],59700.0,9,0,0
9359,M345226333,1,50,Z16,Z16,540000.0,15,0,67
9360,M345243951,0,50,Z16,Z16,1000000.0,18,0,28
9361,M345272403,0,60,Z12,Z17,720000.0,11,0,2
9362,M345274879,1,60,Z14,Z14,475400.0,[10 17],0,1
9363,M345278803,0,40,Z10,Z10,171780.0,18,0,0
9364,M345313454,1,40,Z05,Z05,127200.0,18,0,48
9365,M345330524,0,40,Z07,Z17,58500.0,[13 14 18],0,1
9366,M345345456,0,60,Z10,Z17,4450000.0,11,1,21
9367,M345365044,0,40,Z10,Z10,515000.0,12,1,81
9368,M345375852,1,30,Z07,Z07,49500.0,9,0,14
9369,M345428648,0,40,Z10,Z10,608000.0,18,0,25
9370,M345429608,0,60,Z16,Z16,159000.0,14,0,2
9371,M345452157,0,40,Z16,Z16,53800.0,15,0,56
9372,M345482193,0,40,Z17,Z17,30789.0,17,0,39
9373,M345502333,0,40,Z16,Z16,22450000.0,15,1,40
9374,M345560760,1,40,Z05,Z05,999000.0,14,0,1
9375,M345588612,0,50,Z17,Z17,69000.0,21,1,19
9376,M345592032,0,50,Z10,Z10,285600.0,20,1,66
9377,M345655069,0,50,Z17,Z17,57500.0,16,0,52
9378,M345683804,1,20,Z04,Z04,51800.0,14,0,29
9379,M345718501,1,60,Z16,Z16,45000.0,6,0,4
9380,M345758349,0,40,Z04,Z04,350000.0,15,1,70
9381,M345824240,0,50,Z04,Z17,32900.0,15,0,23
9382,M345836433,1,30,Z17,Z17,25000.0,[12 13],0,0
9383,M345841186,1,30,Z10,Z10,27000.0,17,0,0
